plate,row,col,OD600.1,OD600.2,OD750.1,OD750.2,Blank1od600,blank2od600,blank1od750,blank2od750,od600mean.blanked,od750mean.blanked,od600.fancyblankmean,od750.fancyblankmean,Note: blank is 2xK at 70ul for col 1-10 and 50ul for col 11 and 12,"plate 18 so cols 7 and 8, row C tiny amount cross contam bt these 2",regular blanked is just average of two wells where each has blank subtracted and fancy blank sets wells to zero if they are less than their corresponding blank value
16,D,6,0.059,0.062,0.05,0.055,0.05,0.041,0.053,0.04,0.015,0.006,0.015,0.0075,,,
17,A,1,0.039,0.039,0.039,0.039,0.039,0.038,0.038,0.037,0.0005,0.0015,0.0005,0.0015,,,
17,A,2,0.044,0.045,0.043,0.043,0.041,0.038,0.042,0.038,0.005,0.003,0.005,0.003,,,
17,A,3,0.052,0.044,0.047,0.046,0.04,0.038,0.041,0.04,0.009,0.006,0.009,0.006,,,
17,A,4,0.044,0.042,0.042,0.042,0.04,0.038,0.041,0.04,0.004,0.0015,0.004,0.0015,,,
17,A,5,0.047,0.043,0.043,0.042,0.04,0.038,0.041,0.039,0.006,0.0025,0.006,0.0025,,,
17,A,6,0.049,0.045,0.046,0.044,0.04,0.038,0.04,0.038,0.008,0.006,0.008,0.006,,,
17,B,1,0.047,0.047,0.044,0.044,0.037,0.037,0.037,0.037,0.01,0.007,0.01,0.007,,,
17,B,2,0.039,0.039,0.038,0.039,0.038,0.039,0.038,0.038,0.0005,0.0005,0.0005,0.0005,,,
17,B,3,0.043,0.044,0.04,0.041,0.038,0.039,0.038,0.039,0.005,0.002,0.005,0.002,,,
17,B,4,0.04,0.042,0.038,0.041,0.039,0.039,0.037,0.04,0.002,0.001,0.002,0.001,,,
17,B,5,0.09,0.042,0.083,0.043,0.039,0.038,0.038,0.039,0.0275,0.0245,0.0275,0.0245,,,
17,B,6,0.046,0.045,0.043,0.044,0.038,0.038,0.038,0.038,0.0075,0.0055,0.0075,0.0055,,,
17,C,1,0.044,0.045,0.042,0.042,0.039,0.039,0.039,0.038,0.0055,0.0035,0.0055,0.0035,,,
17,C,2,0.039,0.039,0.04,0.04,0.038,0.038,0.039,0.04,0.001,0.0005,0.001,0.0005,,,
17,C,3,0.044,0.044,0.041,0.041,0.038,0.039,0.038,0.038,0.0055,0.003,0.0055,0.003,,,
17,C,4,0.045,0.046,0.045,0.044,0.038,0.038,0.04,0.039,0.0075,0.005,0.0075,0.005,,,
17,C,5,0.044,0.045,0.044,0.042,0.038,0.039,0.04,0.038,0.006,0.004,0.006,0.004,,,
17,C,6,0.044,0.044,0.042,0.042,0.038,0.038,0.038,0.038,0.006,0.004,0.006,0.004,,,
17,D,1,0.041,0.042,0.042,0.041,0.037,0.039,0.036,0.038,0.0035,0.0045,0.0035,0.0045,,,
17,D,2,0.046,0.042,0.044,0.041,0.048,0.041,0.046,0.041,-0.0005,-0.001,0.0005,0,,,
17,D,3,0.039,0.04,0.039,0.039,0.038,0.041,0.039,0.041,-3.46944695195361E-018,-0.001,0.0005,0,,,
17,D,4,0.055,0.055,0.05,0.049,0.038,0.042,0.039,0.042,0.015,0.009,0.015,0.009,,,
17,D,5,0.039,0.045,0.041,0.042,0.038,0.042,0.041,0.043,0.002,-0.0005,0.002,0,,,
17,D,6,0.04,0.042,0.04,0.04,0.038,0.042,0.039,0.041,0.001,-3.46944695195361E-018,0.001,0.0005,,,
18,A,1,0.043,0.043,0.042,0.042,0.041,0.038,0.043,0.038,0.0035,0.0015,0.0035,0.002,,,
18,A,2,0.045,0.048,0.042,0.045,0.041,0.039,0.041,0.039,0.0065,0.0035,0.0065,0.0035,,,
18,A,3,0.054,0.042,0.05,0.041,0.041,0.038,0.041,0.038,0.0085,0.006,0.0085,0.006,,,
18,A,4,0.045,0.056,0.044,0.054,0.04,0.038,0.041,0.039,0.0115,0.009,0.0115,0.009,,,
18,A,5,0.042,0.04,0.041,0.04,0.04,0.038,0.04,0.038,0.002,0.0015,0.002,0.0015,,,
18,A,6,0.043,0.043,0.041,0.041,0.04,0.043,0.039,0.044,0.0015,-0.0005,0.0015,0.001,,,
18,B,1,0.04,0.039,0.04,0.039,0.038,0.038,0.038,0.038,0.0015,0.0015,0.0015,0.0015,,,
18,B,2,0.039,0.039,0.038,0.038,0.038,0.038,0.038,0.038,0.001,0,0.001,0,,,
18,B,3,0.044,0.045,0.042,0.042,0.039,0.039,0.038,0.04,0.0055,0.003,0.0055,0.003,,,
18,B,4,0.039,0.041,0.039,0.04,0.038,0.039,0.038,0.038,0.0015,0.0015,0.0015,0.0015,,,
18,B,5,0.043,0.044,0.04,0.042,0.038,0.039,0.037,0.038,0.005,0.0035,0.005,0.0035,,,
18,B,6,0.044,0.046,0.043,0.044,0.043,0.043,0.044,0.044,0.002,-0.0005,0.002,0,,,
18,C,1,0.047,0.057,0.046,0.052,0.038,0.039,0.038,0.038,0.0135,0.011,0.0135,0.011,,,
18,C,2,0.042,0.044,0.042,0.042,0.039,0.039,0.04,0.039,0.004,0.0025,0.004,0.0025,,,
18,C,3,0.039,0.039,0.042,0.038,0.038,0.038,0.041,0.038,0.001,0.0005,0.001,0.0005,,,
18,C,4,0.045,0.051,0.045,0.049,0.038,0.038,0.039,0.038,0.01,0.0085,0.01,0.0085,,,
18,C,5,0.039,0.04,0.04,0.042,0.038,0.039,0.038,0.04,0.001,0.002,0.001,0.002,,,
18,C,6,0.047,0.047,0.044,0.044,0.047,0.047,0.048,0.049,0,-0.0045,0,0,,,
18,D,1,0.039,0.041,0.039,0.042,0.038,0.042,0.038,0.042,3.46944695195361E-018,0.0005,0.0005,0.0005,,,
18,D,2,0.04,0.042,0.04,0.041,0.039,0.042,0.04,0.042,0.0005,-0.0005,0.0005,0,,,
18,D,3,0.047,0.047,0.046,0.044,0.038,0.042,0.04,0.041,0.007,0.0045,0.007,0.0045,,,
18,D,4,0.047,0.049,0.043,0.046,0.039,0.042,0.038,0.041,0.0075,0.005,0.0075,0.005,,,
18,D,5,0.041,0.041,0.04,0.04,0.038,0.039,0.037,0.039,0.0025,0.002,0.0025,0.002,,,
18,D,6,0.044,0.041,0.042,0.04,0.05,0.041,0.053,0.04,-0.003,-0.0055,0,0,,,
19,A,1,0.047,0.047,0.044,0.044,0.039,0.038,0.038,0.037,0.0085,0.0065,0.0085,0.0065,,,
19,A,2,0.039,0.039,0.04,0.039,0.041,0.038,0.042,0.038,-0.0005,-0.0005,0.0005,0.0005,,,
19,A,3,0.041,0.039,0.041,0.041,0.04,0.038,0.041,0.04,0.001,0.0005,0.001,0.0005,,,
19,A,4,0.048,0.04,0.046,0.04,0.04,0.038,0.041,0.04,0.005,0.0025,0.005,0.0025,,,
19,A,5,0.057,0.052,0.057,0.049,0.04,0.038,0.041,0.039,0.0155,0.013,0.0155,0.013,,,
19,A,6,0.047,0.05,0.043,0.047,0.04,0.038,0.04,0.038,0.0095,0.006,0.0095,0.006,,,
19,B,1,0.047,0.047,0.044,0.043,0.037,0.037,0.037,0.037,0.01,0.0065,0.01,0.0065,,,
19,B,2,0.043,0.042,0.041,0.041,0.038,0.039,0.038,0.038,0.004,0.003,0.004,0.003,,,
19,B,3,0.04,0.04,0.039,0.039,0.038,0.039,0.038,0.039,0.0015,0.0005,0.0015,0.0005,,,
19,B,4,0.04,0.04,0.04,0.04,0.039,0.039,0.037,0.04,0.001,0.0015,0.001,0.0015,,,
19,B,5,0.069,0.045,0.055,0.048,0.039,0.038,0.038,0.039,0.0185,0.013,0.0185,0.013,,,
19,B,6,0.049,0.043,0.046,0.043,0.038,0.038,0.038,0.038,0.008,0.0065,0.008,0.0065,,,
19,C,1,0.04,0.04,0.039,0.04,0.039,0.039,0.039,0.038,0.001,0.001,0.001,0.001,,,
19,C,2,0.04,0.041,0.041,0.045,0.038,0.038,0.039,0.04,0.0025,0.0035,0.0025,0.0035,,,
19,C,3,0.04,0.041,0.039,0.039,0.038,0.039,0.038,0.038,0.002,0.001,0.002,0.001,,,
19,C,4,0.058,0.048,0.052,0.048,0.038,0.038,0.04,0.039,0.015,0.0105,0.015,0.0105,,,
19,C,5,0.049,0.049,0.049,0.045,0.038,0.039,0.04,0.038,0.0105,0.008,0.0105,0.008,,,
19,C,6,0.048,0.049,0.044,0.045,0.038,0.038,0.038,0.038,0.0105,0.0065,0.0105,0.0065,,,
19,D,1,0.044,0.046,0.045,0.041,0.037,0.039,0.036,0.038,0.007,0.006,0.007,0.006,,,
19,D,2,0.048,0.04,0.045,0.039,0.048,0.041,0.046,0.041,-0.0005,-0.0015,0,0,,,
19,D,3,0.039,0.04,0.04,0.04,0.038,0.041,0.039,0.041,-3.46944695195361E-018,-3.46944695195361E-018,0.0005,0.0005,,,
19,D,4,0.048,0.058,0.043,0.05,0.038,0.042,0.039,0.042,0.013,0.006,0.013,0.006,,,
19,D,5,0.041,0.044,0.042,0.043,0.038,0.042,0.041,0.043,0.0025,0.0005,0.0025,0.0005,,,
19,D,6,0.05,0.051,0.047,0.047,0.038,0.042,0.039,0.041,0.0105,0.007,0.0105,0.007,,,
20,A,1,0.045,0.046,0.043,0.043,0.041,0.038,0.043,0.038,0.006,0.0025,0.006,0.0025,,,
20,A,2,0.039,0.041,0.04,0.04,0.041,0.039,0.041,0.039,0,-3.46944695195361E-018,0.001,0.0005,,,
20,A,3,0.041,0.042,0.04,0.04,0.041,0.038,0.041,0.038,0.002,0.0005,0.002,0.001,,,
20,A,4,0.041,0.042,0.04,0.041,0.04,0.038,0.041,0.039,0.0025,0.0005,0.0025,0.001,,,
20,A,5,0.049,0.047,0.046,0.045,0.04,0.038,0.04,0.038,0.009,0.0065,0.009,0.0065,,,
20,A,6,0.05,0.046,0.052,0.044,0.04,0.043,0.039,0.044,0.0065,0.0065,0.0065,0.0065,,,
20,B,1,0.04,0.039,0.04,0.039,0.038,0.038,0.038,0.038,0.0015,0.0015,0.0015,0.0015,,,
20,B,2,0.042,0.042,0.041,0.041,0.038,0.038,0.038,0.038,0.004,0.003,0.004,0.003,,,
20,B,3,0.076,0.046,0.058,0.045,0.039,0.039,0.038,0.04,0.022,0.0125,0.022,0.0125,,,
20,B,4,0.048,0.046,0.046,0.043,0.038,0.039,0.038,0.038,0.0085,0.0065,0.0085,0.0065,,,
20,B,5,0.043,0.043,0.042,0.041,0.038,0.039,0.037,0.038,0.0045,0.004,0.0045,0.004,,,
20,B,6,0.039,0.039,0.039,0.039,0.043,0.043,0.044,0.044,-0.004,-0.005,0,0,,,
20,C,1,0.039,0.039,0.039,0.039,0.038,0.039,0.038,0.038,0.0005,0.001,0.0005,0.001,,,
20,C,2,0.045,0.045,0.043,0.043,0.039,0.039,0.04,0.039,0.006,0.0035,0.006,0.0035,,,
20,C,3,0.043,0.044,0.046,0.041,0.038,0.038,0.041,0.038,0.0055,0.004,0.0055,0.004,,,
20,C,4,0.04,0.04,0.041,0.039,0.038,0.038,0.039,0.038,0.002,0.0015,0.002,0.0015,,,
20,C,5,0.047,0.045,0.044,0.045,0.038,0.039,0.038,0.04,0.0075,0.0055,0.0075,0.0055,,,
20,C,6,0.046,0.05,0.044,0.046,0.047,0.047,0.048,0.049,0.001,-0.0035,0.0015,0,,,
20,D,1,0.039,0.04,0.039,0.042,0.038,0.042,0.038,0.042,-0.0005,0.0005,0.0005,0.0005,,,
20,D,2,0.04,0.042,0.04,0.041,0.039,0.042,0.04,0.042,0.0005,-0.0005,0.0005,0,,,
20,D,3,0.05,0.052,0.048,0.046,0.038,0.042,0.04,0.041,0.011,0.0065,0.011,0.0065,,,
20,D,4,0.045,0.049,0.042,0.045,0.039,0.042,0.038,0.041,0.0065,0.004,0.0065,0.004,,,
20,D,5,0.039,0.041,0.039,0.039,0.038,0.039,0.037,0.039,0.0015,0.001,0.0015,0.001,,,
20,D,6,0.044,0.04,0.041,0.039,0.05,0.041,0.053,0.04,-0.0035,-0.0065,0,0,,,
21,A,1,0.048,0.085,0.047,0.078,0.039,0.038,0.038,0.037,0.028,0.025,0.028,0.025,,,
21,A,2,0.053,0.05,0.05,0.046,0.041,0.038,0.042,0.038,0.012,0.008,0.012,0.008,,,
21,A,3,0.041,0.039,0.041,0.041,0.04,0.038,0.041,0.04,0.001,0.0005,0.001,0.0005,,,
21,A,4,0.061,0.042,0.07,0.044,0.04,0.038,0.041,0.04,0.0125,0.0165,0.0125,0.0165,,,
21,A,5,0.044,0.042,0.043,0.042,0.04,0.038,0.041,0.039,0.004,0.0025,0.004,0.0025,,,
21,A,6,0.048,0.049,0.044,0.045,0.04,0.038,0.04,0.038,0.0095,0.0055,0.0095,0.0055,,,
21,B,1,0.048,0.048,0.045,0.045,0.037,0.037,0.037,0.037,0.011,0.008,0.011,0.008,,,
21,B,2,0.04,0.039,0.039,0.04,0.038,0.039,0.038,0.038,0.001,0.0015,0.001,0.0015,,,
21,B,3,0.047,0.047,0.044,0.044,0.038,0.039,0.038,0.039,0.0085,0.0055,0.0085,0.0055,,,
21,B,4,0.045,0.044,0.044,0.044,0.039,0.039,0.037,0.04,0.0055,0.0055,0.0055,0.0055,,,
21,B,5,0.049,0.048,0.045,0.046,0.039,0.038,0.038,0.039,0.01,0.007,0.01,0.007,,,
21,B,6,0.048,0.049,0.045,0.046,0.038,0.038,0.038,0.038,0.0105,0.0075,0.0105,0.0075,,,
21,C,1,0.049,0.05,0.046,0.048,0.039,0.039,0.039,0.038,0.0105,0.0085,0.0105,0.0085,,,
21,C,2,0.043,0.043,0.042,0.043,0.038,0.038,0.039,0.04,0.005,0.003,0.005,0.003,,,
21,C,3,0.061,0.056,0.055,0.053,0.038,0.039,0.038,0.038,0.02,0.016,0.02,0.016,,,
21,C,4,0.042,0.042,0.043,0.042,0.038,0.038,0.04,0.039,0.004,0.003,0.004,0.003,,,
21,C,5,0.039,0.04,0.041,0.039,0.038,0.039,0.04,0.038,0.001,0.001,0.001,0.001,,,
21,C,6,0.047,0.045,0.044,0.043,0.038,0.038,0.038,0.038,0.008,0.0055,0.008,0.0055,,,
21,D,1,0.056,0.061,0.049,0.053,0.037,0.039,0.036,0.038,0.0205,0.014,0.0205,0.014,,,
21,D,2,0.066,0.057,0.056,0.051,0.048,0.041,0.046,0.041,0.017,0.01,0.017,0.01,,,
21,D,3,0.05,0.052,0.047,0.046,0.038,0.041,0.039,0.041,0.0115,0.0065,0.0115,0.0065,,,
21,D,4,0.048,0.049,0.045,0.046,0.038,0.042,0.039,0.042,0.0085,0.005,0.0085,0.005,,,
21,D,5,0.04,0.048,0.04,0.044,0.038,0.042,0.041,0.043,0.004,-3.46944695195361E-018,0.004,0.0005,,,
21,D,6,0.045,0.046,0.043,0.043,0.038,0.042,0.039,0.041,0.0055,0.003,0.0055,0.003,,,
22,A,1,0.042,0.042,0.042,0.041,0.041,0.038,0.043,0.038,0.0025,0.001,0.0025,0.0015,,,
22,A,2,0.04,0.04,0.04,0.039,0.041,0.039,0.041,0.039,-3.46944695195361E-018,-0.0005,0.0005,0,,,
22,A,3,0.05,0.041,0.044,0.04,0.041,0.038,0.041,0.038,0.006,0.0025,0.006,0.0025,,,
22,A,4,0.041,0.039,0.04,0.039,0.04,0.038,0.041,0.039,0.001,-0.0005,0.001,0,,,
22,A,5,0.046,0.047,0.044,0.044,0.04,0.038,0.04,0.038,0.0075,0.005,0.0075,0.005,,,
22,A,6,0.041,0.039,0.04,0.039,0.04,0.043,0.039,0.044,-0.0015,-0.002,0.0005,0.0005,,,
22,B,1,0.086,0.058,0.077,0.052,0.038,0.038,0.038,0.038,0.034,0.0265,0.034,0.0265,,,
22,B,2,0.042,0.043,0.041,0.043,0.038,0.038,0.038,0.038,0.0045,0.004,0.0045,0.004,,,
22,B,3,0.047,0.056,0.041,0.052,0.039,0.039,0.038,0.04,0.0125,0.0075,0.0125,0.0075,,,
22,B,4,0.04,0.04,0.039,0.039,0.038,0.039,0.038,0.038,0.0015,0.001,0.0015,0.001,,,
22,B,5,0.046,0.05,0.046,0.05,0.038,0.039,0.037,0.038,0.0095,0.0105,0.0095,0.0105,,,
22,B,6,0.049,0.048,0.045,0.049,0.043,0.043,0.044,0.044,0.0055,0.003,0.0055,0.003,,,
22,C,1,0.041,0.046,0.042,0.044,0.038,0.039,0.038,0.038,0.005,0.005,0.005,0.005,,,
22,C,2,0.04,0.041,0.04,0.041,0.039,0.039,0.04,0.039,0.0015,0.001,0.0015,0.001,,,
22,C,3,0.041,0.041,0.043,0.04,0.038,0.038,0.041,0.038,0.003,0.002,0.003,0.002,,,
22,C,4,0.043,0.043,0.043,0.04,0.038,0.038,0.039,0.038,0.005,0.003,0.005,0.003,,,
22,C,5,0.039,0.04,0.04,0.041,0.038,0.039,0.038,0.04,0.001,0.0015,0.001,0.0015,,,
22,C,6,0.044,0.043,0.043,0.043,0.047,0.047,0.048,0.049,-0.0035,-0.0055,0,0,,,
22,D,1,0.04,0.041,0.04,0.042,0.038,0.042,0.038,0.042,0.0005,0.001,0.001,0.001,,,
22,D,2,0.04,0.042,0.04,0.041,0.039,0.042,0.04,0.042,0.0005,-0.0005,0.0005,0,,,
22,D,3,0.04,0.04,0.041,0.039,0.038,0.042,0.04,0.041,0,-0.0005,0.001,0.0005,,,
22,D,4,0.043,0.044,0.041,0.041,0.039,0.042,0.038,0.041,0.003,0.0015,0.003,0.0015,,,
22,D,5,0.043,0.045,0.041,0.042,0.038,0.039,0.037,0.039,0.0055,0.0035,0.0055,0.0035,,,
22,D,6,0.051,0.051,0.048,0.046,0.05,0.041,0.053,0.04,0.0055,0.0005,0.0055,0.003,,,
23,A,1,0.048,0.048,0.045,0.045,0.039,0.038,0.038,0.037,0.0095,0.0075,0.0095,0.0075,,,
23,A,2,0.04,0.039,0.041,0.039,0.041,0.038,0.042,0.038,-3.46944695195361E-018,3.46944695195361E-018,0.0005,0.0005,,,
23,A,3,0.046,0.046,0.044,0.046,0.04,0.038,0.041,0.04,0.007,0.0045,0.007,0.0045,,,
23,A,4,0.044,0.042,0.042,0.043,0.04,0.038,0.041,0.04,0.004,0.002,0.004,0.002,,,
23,A,5,0.04,0.039,0.04,0.04,0.04,0.038,0.041,0.039,0.0005,-3.46944695195361E-018,0.0005,0.0005,,,
23,A,6,0.048,0.048,0.044,0.044,0.04,0.038,0.04,0.038,0.009,0.005,0.009,0.005,,,
23,B,1,0.049,0.05,0.046,0.046,0.037,0.037,0.037,0.037,0.0125,0.009,0.0125,0.009,,,
23,B,2,0.056,0.048,0.051,0.046,0.038,0.039,0.038,0.038,0.0135,0.0105,0.0135,0.0105,,,
23,B,3,0.068,0.048,0.061,0.05,0.038,0.039,0.038,0.039,0.0195,0.017,0.0195,0.017,,,
23,B,4,0.041,0.042,0.04,0.042,0.039,0.039,0.037,0.04,0.0025,0.0025,0.0025,0.0025,,,
23,B,5,0.042,0.043,0.04,0.042,0.039,0.038,0.038,0.039,0.004,0.0025,0.004,0.0025,,,
23,B,6,0.048,0.045,0.044,0.043,0.038,0.038,0.038,0.038,0.0085,0.0055,0.0085,0.0055,,,
23,C,1,0.048,0.048,0.045,0.045,0.039,0.039,0.039,0.038,0.009,0.0065,0.009,0.0065,,,
23,C,2,0.039,0.039,0.039,0.04,0.038,0.038,0.039,0.04,0.001,0,0.001,0,,,
23,C,3,0.042,0.043,0.04,0.04,0.038,0.039,0.038,0.038,0.004,0.002,0.004,0.002,,,
23,C,4,0.055,0.04,0.054,0.042,0.038,0.038,0.04,0.039,0.0095,0.0085,0.0095,0.0085,,,
23,C,5,0.04,0.05,0.043,0.044,0.038,0.039,0.04,0.038,0.0065,0.0045,0.0065,0.0045,,,
23,C,6,0.053,0.053,0.048,0.048,0.038,0.038,0.038,0.038,0.015,0.01,0.015,0.01,,,
23,D,1,0.039,0.041,0.038,0.041,0.037,0.039,0.036,0.038,0.002,0.0025,0.002,0.0025,,,
23,D,2,0.047,0.04,0.044,0.039,0.048,0.041,0.046,0.041,-0.001,-0.002,0,0,,,
23,D,3,0.05,0.05,0.046,0.045,0.038,0.041,0.039,0.041,0.0105,0.0055,0.0105,0.0055,,,
23,D,4,0.046,0.048,0.043,0.045,0.038,0.042,0.039,0.042,0.007,0.0035,0.007,0.0035,,,
23,D,5,0.167,0.052,0.152,0.048,0.038,0.042,0.041,0.043,0.0695,0.058,0.0695,0.058,,,
23,D,6,0.04,0.041,0.04,0.04,0.038,0.042,0.039,0.041,0.0005,-3.46944695195361E-018,0.001,0.0005,,,
24,A,1,0.037,0.049,0.034,0.049,0.041,0.038,0.043,0.038,0.0035,0.001,0.0055,0.0055,,,
24,A,2,0.043,0.045,0.044,0.042,0.041,0.039,0.041,0.039,0.004,0.003,0.004,0.003,,,
24,A,3,0.042,0.045,0.041,0.041,0.041,0.038,0.041,0.038,0.004,0.0015,0.004,0.0015,,,
24,A,4,0.08,0.065,0.074,0.056,0.04,0.038,0.041,0.039,0.0335,0.025,0.0335,0.025,,,
24,A,5,0.041,0.04,0.041,0.04,0.04,0.038,0.04,0.038,0.0015,0.0015,0.0015,0.0015,,,
24,A,6,0.05,0.046,0.045,0.043,0.04,0.043,0.039,0.044,0.0065,0.0025,0.0065,0.003,,,
24,B,1,0.042,0.042,0.04,0.04,0.038,0.038,0.038,0.038,0.004,0.002,0.004,0.002,,,
24,B,2,0.039,0.04,0.039,0.039,0.038,0.038,0.038,0.038,0.0015,0.001,0.0015,0.001,,,
24,B,3,0.043,0.047,0.041,0.043,0.039,0.039,0.038,0.04,0.006,0.003,0.006,0.003,,,
24,B,4,0.041,0.042,0.041,0.041,0.038,0.039,0.038,0.038,0.003,0.003,0.003,0.003,,,
24,B,5,0.042,0.042,0.041,0.041,0.038,0.039,0.037,0.038,0.0035,0.0035,0.0035,0.0035,,,
24,B,6,0.042,0.041,0.042,0.041,0.043,0.043,0.044,0.044,-0.0015,-0.0025,0,0,,,
24,C,1,0.039,0.039,0.039,0.039,0.038,0.039,0.038,0.038,0.0005,0.001,0.0005,0.001,,,
24,C,2,0.047,0.052,0.051,0.051,0.039,0.039,0.04,0.039,0.0105,0.0115,0.0105,0.0115,,,
24,C,3,0.046,0.046,0.046,0.043,0.038,0.038,0.041,0.038,0.008,0.005,0.008,0.005,,,
24,C,4,0.04,0.04,0.041,0.039,0.038,0.038,0.039,0.038,0.002,0.0015,0.002,0.0015,,,
24,C,5,0.044,0.049,0.043,0.048,0.038,0.039,0.038,0.04,0.008,0.0065,0.008,0.0065,,,
24,C,6,0.047,0.047,0.045,0.045,0.047,0.047,0.048,0.049,0,-0.0035,0,0,,,
24,D,1,0.041,0.044,0.04,0.045,0.038,0.042,0.038,0.042,0.0025,0.0025,0.0025,0.0025,,,
24,D,2,0.04,0.042,0.04,0.04,0.039,0.042,0.04,0.042,0.0005,-0.001,0.0005,0,,,
24,D,3,0.053,0.048,0.052,0.045,0.038,0.042,0.04,0.041,0.0105,0.008,0.0105,0.008,,,
24,D,4,0.041,0.041,0.039,0.039,0.039,0.042,0.038,0.041,0.0005,-0.0005,0.001,0.0005,,,
24,D,5,0.042,0.041,0.042,0.039,0.038,0.039,0.037,0.039,0.003,0.0025,0.003,0.0025,,,
24,D,6,0.04,0.04,0.039,0.04,0.05,0.041,0.053,0.04,-0.0055,-0.007,0,0,,,
