roi,image,plate,area,meangray,perim,circ,perc.area,AR,round,solidity,red,green,blue
6,DSC_0991_Plate8start.JPG,8,2497,98.654,219.865,0.649,0,1.755,0.57,0.905,254.851,0.148,0.141
7,DSC_0991_Plate8start.JPG,8,3104,86.344,268.007,0.543,0,1.485,0.674,0.854,254.02,0.303,0.065
8,DSC_0991_Plate8start.JPG,8,424,100.623,79.497,0.843,0,1.219,0.821,0.923,255,0,0
9,DSC_0991_Plate8start.JPG,8,1526,91.031,196.066,0.499,0,1.817,0.55,0.835,254.927,0.092,0.072
10,DSC_0991_Plate8start.JPG,8,1642,105.409,216.25,0.441,0,2.197,0.455,0.808,254.602,0.523,0.398
11,DSC_0991_Plate8start.JPG,8,869,101.239,131.681,0.63,0,1.528,0.655,0.876,254.864,0.162,0.145
12,DSC_0991_Plate8start.JPG,8,830,107.276,131.439,0.604,0,1.098,0.91,0.877,255,0,0
13,DSC_0991_Plate8start.JPG,8,1186,96.41,155.924,0.613,0,1.378,0.725,0.893,254.711,0.358,0.315
14,DSC_0991_Plate8start.JPG,8,1992,89.736,205.723,0.591,0,1.736,0.576,0.883,254.6,0.491,0.411
15,DSC_0991_Plate8start.JPG,8,1295,100.826,162.652,0.615,0,1.524,0.656,0.902,254.741,0.324,0.283
16,DSC_0991_Plate8start.JPG,8,652,103.368,107.054,0.715,0,1.052,0.95,0.898,254.319,0.859,0.767
17,DSC_0991_Plate8start.JPG,8,1115,104.766,133.782,0.783,0,1.116,0.896,0.925,255,0,0
18,DSC_0991_Plate8start.JPG,8,1139,100.306,141.681,0.713,0,1.458,0.686,0.919,253.802,1.509,1.262
19,DSC_0991_Plate8start.JPG,8,3093,90.995,255.806,0.594,0,1.698,0.589,0.92,254.727,0.299,0.278
20,DSC_0991_Plate8start.JPG,8,2506,84.812,224.836,0.623,0,1.649,0.607,0.901,255,0,0
21,DSC_0991_Plate8start.JPG,8,2036,98.63,220.936,0.524,0,2.023,0.494,0.871,254.889,0.137,0.125
22,DSC_0991_Plate8start.JPG,8,1705,98.701,191.137,0.586,0,1.816,0.551,0.885,254.867,0.162,0.152
23,DSC_0991_Plate8start.JPG,8,1029,98.556,145.581,0.61,0,1.684,0.594,0.9,255,0,0
24,DSC_0991_Plate8start.JPG,8,707,95.499,111.882,0.71,0,1.121,0.892,0.883,255,0,0
1,DSC_0994_Plate9start.JPG,9,1190,102.81,217.078,0.317,0,1.928,0.519,0.773,253.147,2.423,1.834
2,DSC_0994_Plate9start.JPG,9,836,96.743,128.61,0.635,0,1.69,0.592,0.89,254.862,0.17,0.154
3,DSC_0994_Plate9start.JPG,9,1032,95.455,149.095,0.583,0,1.431,0.699,0.877,253.079,2.557,2.216
4,DSC_0994_Plate9start.JPG,9,1572,95.513,215.279,0.426,0,1.551,0.645,0.888,253.385,2.123,1.807
5,DSC_0994_Plate9start.JPG,9,1277,102.454,209.522,0.366,0,1.502,0.666,0.847,253.802,1.626,1.313
6,DSC_0994_Plate9start.JPG,9,890,114.988,165.338,0.409,0,1.693,0.591,0.846,253.802,1.36,1.242
7,DSC_0994_Plate9start.JPG,9,423,118.111,112.125,0.423,0,1.374,0.728,0.775,252.359,3.3,2.851
8,DSC_0994_Plate9start.JPG,9,1153,92.784,152.652,0.622,0,1.636,0.611,0.889,254.535,0.628,0.498
9,DSC_0994_Plate9start.JPG,9,967,100.745,158.652,0.483,0,1.336,0.749,0.865,252.086,3.87,3.246
10,DSC_0994_Plate9start.JPG,9,1913,100.361,239.806,0.418,0,1.774,0.564,0.855,253.376,2.073,1.791
11,DSC_0994_Plate9start.JPG,9,1714,107.86,222.149,0.436,0,1.687,0.593,0.829,253.454,1.87,1.704
12,DSC_0994_Plate9start.JPG,9,581,110.186,99.64,0.735,0,1.37,0.73,0.916,249.873,7.146,5.806
13,DSC_0994_Plate9start.JPG,9,1764,93.892,191.38,0.605,0,1.466,0.682,0.919,254.239,0.951,0.854
14,DSC_0994_Plate9start.JPG,9,1256,103.69,221.664,0.321,0,2.166,0.462,0.796,253.716,1.739,1.439
15,DSC_0994_Plate9start.JPG,9,2014,89.547,231.664,0.472,0,1.551,0.645,0.815,253.886,1.434,1.281
16,DSC_0994_Plate9start.JPG,9,1649,92.75,202.936,0.503,0,1.49,0.671,0.904,253.209,2.443,2.049
17,DSC_0994_Plate9start.JPG,9,700,110.456,131.924,0.505,0,1.244,0.804,0.864,253.289,2.249,1.914
18,DSC_0994_Plate9start.JPG,9,949,100.744,164.794,0.439,0,1.579,0.633,0.845,253.166,2.445,1.88
19,DSC_0994_Plate9start.JPG,9,572,113.748,134.752,0.396,0,1.472,0.679,0.844,248.848,7.827,6.998
20,DSC_0994_Plate9start.JPG,9,874,96.708,142.409,0.542,0,1.44,0.695,0.901,254.616,0.486,0.418
21,DSC_0994_Plate9start.JPG,9,2540,85.178,241.907,0.545,0,1.781,0.562,0.876,254.487,0.685,0.556
22,DSC_0994_Plate9start.JPG,9,871,95.881,129.681,0.651,0,1.704,0.587,0.891,254.127,1.161,0.955
23,DSC_0994_Plate9start.JPG,9,2154,82.584,218.693,0.566,0,1.312,0.762,0.892,254.891,0.132,0.122
24,DSC_0994_Plate9start.JPG,9,2032,103.866,297.505,0.289,0,2.529,0.395,0.753,253.36,2.1,1.824
25,DSC_0994_Plate9start.JPG,9,1599,88.355,197.037,0.518,0,1.433,0.698,0.885,255,0,0
26,DSC_0994_Plate9start.JPG,9,971,108.849,175.037,0.398,0,1.564,0.64,0.847,253.749,1.597,1.44
27,DSC_0994_Plate9start.JPG,9,1768,88.808,174.995,0.726,0,1.593,0.628,0.937,255,0,0
28,DSC_0994_Plate9start.JPG,9,109,104.028,98.527,0.141,0,8.877,0.113,0.503,255,0,0
1,DSC_0997_Plate10start.JPG,10,2732,99.745,251.706,0.542,0,1.809,0.553,0.872,254.954,0.045,0.042
2,DSC_0997_Plate10start.JPG,10,1883,93.312,200.451,0.589,0,1.913,0.523,0.858,254.933,0.068,0.063
3,DSC_0997_Plate10start.JPG,10,2221,97.591,251.806,0.44,0,2.085,0.48,0.806,254.742,0.312,0.276
4,DSC_0997_Plate10start.JPG,10,1957,103.572,252.007,0.387,0,3.243,0.308,0.781,255,0,0
5,DSC_0997_Plate10start.JPG,10,2042,101.897,202.551,0.625,0,1.458,0.686,0.921,254.665,0.411,0.375
6,DSC_0997_Plate10start.JPG,10,1044,103.933,145.238,0.622,0,1.274,0.785,0.891,255,0,0
7,DSC_0997_Plate10start.JPG,10,1428,105.681,173.966,0.593,0,1.805,0.554,0.888,253.741,1.543,1.342
8,DSC_0997_Plate10start.JPG,10,933,105.299,126.953,0.727,0,1.18,0.847,0.902,255,0,0
9,DSC_0997_Plate10start.JPG,10,2074,98.483,264.635,0.372,0,1.903,0.526,0.762,254.571,0.553,0.47
10,DSC_0997_Plate10start.JPG,10,1190,95.811,153.095,0.638,0,1.597,0.626,0.897,254.717,0.361,0.313
11,DSC_0997_Plate10start.JPG,10,631,109.593,116.125,0.588,0,1.636,0.611,0.876,255,0,0
12,DSC_0997_Plate10start.JPG,10,415,115.986,80.912,0.797,0,1.234,0.81,0.901,255,0,0
13,DSC_0997_Plate10start.JPG,10,2352,91.213,236.007,0.531,0,1.388,0.721,0.855,254.757,0.295,0.269
14,DSC_0997_Plate10start.JPG,10,2577,92.158,249.563,0.52,0,2.056,0.486,0.871,254.653,0.438,0.391
15,DSC_0997_Plate10start.JPG,10,2024,94.549,202.693,0.619,0,1.54,0.649,0.906,254.781,0.276,0.259
16,DSC_0997_Plate10start.JPG,10,2556,95.033,277.362,0.418,0,2.124,0.471,0.864,254.652,0.444,0.382
17,DSC_0997_Plate10start.JPG,10,934,107.305,141.095,0.59,0,1.694,0.59,0.887,254.396,0.739,0.63
18,DSC_0997_Plate10start.JPG,10,1526,104.567,231.179,0.359,0,2.201,0.454,0.75,254.754,0.256,0.236
19,DSC_0997_Plate10start.JPG,10,2812,85.713,254.25,0.547,0,1.695,0.59,0.896,254.826,0.184,0.164
20,DSC_0997_Plate10start.JPG,10,1119,73.764,147.924,0.643,0,1.239,0.807,0.911,253.121,1.094,1.019
21,DSC_0997_Plate10start.JPG,10,1407,90.056,168.167,0.625,0,1.419,0.705,0.911,254.839,0.198,0.176
22,DSC_0997_Plate10start.JPG,10,1271,101.35,153.238,0.68,0,1.448,0.691,0.9,254.339,0.739,0.682
23,DSC_0997_Plate10start.JPG,10,635,99.789,116.711,0.586,0,1.719,0.582,0.838,255,0,0
24,DSC_0997_Plate10start.JPG,10,2431,82.392,213.38,0.671,0,1.443,0.693,0.923,254.938,0.043,0.04
1,DSC_1000_Plate11start.JPG,11,289,102.481,87.154,0.478,0,1.876,0.533,0.815,255,0,0
2,DSC_1000_Plate11start.JPG,11,1513,86.46,154.167,0.8,0,1.318,0.758,0.935,255,0,0
3,DSC_1000_Plate11start.JPG,11,1907,99.224,204.451,0.573,0,2.04,0.49,0.845,254.94,0.074,0.064
4,DSC_1000_Plate11start.JPG,11,836,104.408,133.681,0.588,0,1.808,0.553,0.859,254.728,0.335,0.282
5,DSC_1000_Plate11start.JPG,11,2340,103.515,236.836,0.524,0,2.116,0.473,0.827,254.952,0.06,0.051
6,DSC_1000_Plate11start.JPG,11,529,114.127,104.024,0.614,0,1.467,0.682,0.857,254.764,0.246,0.227
7,DSC_1000_Plate11start.JPG,11,1034,102.759,150.51,0.574,0,1.293,0.774,0.858,254.65,0.381,0.347
8,DSC_1000_Plate11start.JPG,11,1223,107.638,144.853,0.732,0,1.714,0.583,0.932,255,0,0
9,DSC_1000_Plate11start.JPG,11,3483,86.73,264.492,0.626,0,1.801,0.555,0.889,253.405,0.511,0.114
10,DSC_1000_Plate11start.JPG,11,2512,97.877,240.836,0.544,0,1.633,0.612,0.86,254.636,0.441,0.395
11,DSC_1000_Plate11start.JPG,11,1258,93.243,155.338,0.655,0,1.547,0.646,0.904,254.202,1.033,0.806
12,DSC_1000_Plate11start.JPG,11,1767,100.937,214.208,0.484,0,1.99,0.503,0.78,254.74,0.321,0.261
13,DSC_1000_Plate11start.JPG,11,1379,100.012,160.51,0.673,0,1.577,0.634,0.904,255,0,0
14,DSC_1000_Plate11start.JPG,11,3932,82.268,295.505,0.566,0,1.574,0.635,0.877,254.716,0.365,0.314
15,DSC_1000_Plate11start.JPG,11,1344,99.683,174.652,0.554,0,1.79,0.559,0.874,254.915,0.105,0.087
16,DSC_1000_Plate11start.JPG,11,2611,86.8,226.593,0.639,0,1.635,0.612,0.902,255,0,0
17,DSC_1000_Plate11start.JPG,11,1718,101.477,233.765,0.395,0,2.322,0.431,0.743,254.398,0.713,0.633
18,DSC_1000_Plate11start.JPG,11,1141,99.513,152.267,0.618,0,1.566,0.639,0.916,254.701,0.37,0.308
19,DSC_1000_Plate11start.JPG,11,544,107.803,100.326,0.679,0,1.506,0.664,0.881,254.535,0.472,0.436
20,DSC_1000_Plate11start.JPG,11,2005,81.311,190.551,0.694,0,1.628,0.614,0.924,255,0,0
21,DSC_1000_Plate11start.JPG,11,3187,94.848,275.948,0.526,0,1.541,0.649,0.832,254.826,0.231,0.206
22,DSC_1000_Plate11start.JPG,11,795,106.174,129.782,0.593,0,1.637,0.611,0.881,255,0,0
23,DSC_1000_Plate11start.JPG,11,1216,106.125,158.51,0.608,0,1.536,0.651,0.897,254.812,0.233,0.211
24,DSC_1000_Plate11start.JPG,11,979,100.724,150.752,0.541,0,1.271,0.787,0.847,255,0,0
25,DSC_1000_Plate11start.JPG,11,331,108.178,83.983,0.59,0,1.076,0.93,0.824,255,0,0
1,DSC_1003_Plate12start.JPG,12,2909,91.244,275.262,0.482,0,2.039,0.491,0.869,253.663,1.664,1.45
2,DSC_1003_Plate12start.JPG,12,3176,87.233,264.877,0.569,0,1.708,0.586,0.895,254.893,0.133,0.116
3,DSC_1003_Plate12start.JPG,12,1552,99.329,187.966,0.552,0,1.408,0.71,0.898,254.126,1.11,0.856
4,DSC_1003_Plate12start.JPG,12,1752,104.623,232.007,0.409,0,1.605,0.623,0.865,253.281,2.204,1.922
5,DSC_1003_Plate12start.JPG,12,908,104.977,173.522,0.379,0,1.52,0.658,0.829,251.931,4.51,3.838
6,DSC_1003_Plate12start.JPG,12,139,116.122,73.74,0.321,0,1.91,0.524,0.697,254.18,0.986,0.734
7,DSC_1003_Plate12start.JPG,12,2133,104.675,237.321,0.476,0,1.989,0.503,0.848,254.775,0.256,0.235
8,DSC_1003_Plate12start.JPG,12,747,93.831,116.953,0.686,0,1.385,0.722,0.912,254.218,0.89,0.803
9,DSC_1003_Plate12start.JPG,12,1811,107.107,329.688,0.209,0,2.105,0.475,0.703,252.438,3.291,2.615
10,DSC_1003_Plate12start.JPG,12,1028,97.462,162.309,0.49,0,1.41,0.709,0.878,254.016,1.254,0.931
11,DSC_1003_Plate12start.JPG,12,1647,96.131,210.25,0.468,0,1.848,0.541,0.893,253.974,1.267,1.053
12,DSC_1003_Plate12start.JPG,12,1077,105.744,167.48,0.483,0,1.632,0.613,0.841,253.048,2.532,2.171
13,DSC_1003_Plate12start.JPG,12,1764,102.004,208.108,0.512,0,1.596,0.626,0.869,253.922,1.392,1.163
14,DSC_1003_Plate12start.JPG,12,680,103.493,101.397,0.831,0,1.328,0.753,0.923,255,0,0
15,DSC_1003_Plate12start.JPG,12,1548,96.945,184.794,0.57,0,1.721,0.581,0.878,254.855,0.184,0.149
16,DSC_1003_Plate12start.JPG,12,922,105.985,163.238,0.435,0,2.124,0.471,0.825,252.638,3.137,2.687
17,DSC_1003_Plate12start.JPG,12,1471,99.886,246.777,0.304,0,1.638,0.611,0.85,254.845,0.184,0.155
18,DSC_1003_Plate12start.JPG,12,1336,92.854,192.108,0.455,0,1.502,0.666,0.877,254.832,0.217,0.179
19,DSC_1003_Plate12start.JPG,12,329,109.672,115.782,0.308,0,1.371,0.73,0.744,252.067,3.964,3.012
20,DSC_1003_Plate12start.JPG,12,485,106.287,100.326,0.606,0,1.09,0.917,0.878,255,0,0
21,DSC_1003_Plate12start.JPG,12,2474,82.89,238.978,0.544,0,1.523,0.657,0.889,254.838,0.148,0.134
22,DSC_1003_Plate12start.JPG,12,1364,98.356,188.693,0.481,0,1.689,0.592,0.881,253.661,1.661,1.465
23,DSC_1003_Plate12start.JPG,12,803,103.438,127.681,0.619,0,1.225,0.816,0.891,253.504,2.011,1.808
24,DSC_1003_Plate12start.JPG,12,769,109.798,131.095,0.562,0,1.359,0.736,0.867,252.847,2.8,2.488
25,DSC_1003_Plate12start.JPG,12,1409,94.144,177.48,0.562,0,1.587,0.63,0.868,253.72,1.078,1.004
26,DSC_1003_Plate12start.JPG,12,501,115.182,120.024,0.437,0,1.124,0.89,0.853,252.691,2.816,2.439
1,DSC_1006_Plate13start.JPG,13,2075,100.6,231.22,0.488,0,1.758,0.569,0.89,254.554,0.526,0.471
2,DSC_1006_Plate13start.JPG,13,1671,97.678,215.179,0.454,0,1.732,0.577,0.836,254.835,0.13,0.121
3,DSC_1006_Plate13start.JPG,13,603,118.33,164.066,0.282,0,2.318,0.431,0.682,254.254,0.932,0.801
4,DSC_1006_Plate13start.JPG,13,855,112.751,156.409,0.439,0,1.404,0.712,0.848,253.205,2.333,2.127
5,DSC_1006_Plate13start.JPG,13,658,112.837,154.652,0.346,0,1.436,0.697,0.81,253.281,2.17,1.93
6,DSC_1006_Plate13start.JPG,13,745,114.409,162.167,0.356,0,1.525,0.656,0.811,249.705,7.055,6.034
7,DSC_1006_Plate13start.JPG,13,1190,105.342,172.894,0.5,0,1.522,0.657,0.866,253.997,1.14,1.043
8,DSC_1006_Plate13start.JPG,13,975,106.384,193.865,0.326,0,1.527,0.655,0.816,252.868,2.817,2.239
9,DSC_1006_Plate13start.JPG,13,480,111.485,96.569,0.647,0,1.568,0.638,0.883,250.952,3.431,3.181
10,DSC_1006_Plate13start.JPG,13,291,114.065,89.64,0.455,0,1.162,0.861,0.798,250.893,5.502,4.646
11,DSC_1006_Plate13start.JPG,13,534,115.504,120.024,0.466,0,1.266,0.79,0.842,251.532,4.64,3.979
12,DSC_1006_Plate13start.JPG,13,1509,108.635,207.522,0.44,0,1.484,0.674,0.845,254.247,0.944,0.861
13,DSC_1006_Plate13start.JPG,13,490,116.612,128.51,0.373,0,1.628,0.614,0.807,253.598,1.769,1.6
14,DSC_1006_Plate13start.JPG,13,1988,88.825,209.966,0.567,0,1.635,0.612,0.855,254.866,0.123,0.113
15,DSC_1006_Plate13start.JPG,13,3349,95.013,275.12,0.556,0,1.515,0.66,0.864,254.482,0.611,0.554
16,DSC_1006_Plate13start.JPG,13,1713,106.449,208.25,0.496,0,1.68,0.595,0.886,253.869,1.395,1.244
17,DSC_1006_Plate13start.JPG,13,1947,116.357,299.505,0.273,0,1.447,0.691,0.683,254.248,0.938,0.839
18,DSC_1006_Plate13start.JPG,13,1493,108.048,191.865,0.51,0,1.469,0.681,0.888,253.364,2.079,1.831
19,DSC_1006_Plate13start.JPG,13,877,106.316,182.936,0.329,0,1.605,0.623,0.81,253.719,1.616,1.436
20,DSC_1006_Plate13start.JPG,13,528,119.68,133.095,0.375,0,1.618,0.618,0.778,251.449,4.608,3.871
21,DSC_1006_Plate13start.JPG,13,663,103.457,157.823,0.334,0,1.355,0.738,0.847,253.549,1.246,1.149
22,DSC_1006_Plate13start.JPG,13,1605,107.866,253.563,0.314,0,2.099,0.476,0.783,254.541,0.493,0.446
23,DSC_1006_Plate13start.JPG,13,259,93.421,114.953,0.246,0,1.328,0.753,0.675,252.127,2.066,1.911
24,DSC_1006_Plate13start.JPG,13,836,105.994,149.581,0.47,0,1.542,0.648,0.853,252.489,2.677,2.465
25,DSC_1006_Plate13start.JPG,13,769,99.542,167.966,0.343,0,1.434,0.697,0.783,252.711,1.675,1.564
26,DSC_1006_Plate13start.JPG,13,1582,105.016,213.765,0.435,0,1.999,0.5,0.813,254.849,0.169,0.155
1,DSC_1009_Plate14start.JPG,14,3291,98.279,240.451,0.715,0,1.524,0.656,0.94,254.822,0.272,0.247
2,DSC_1009_Plate14start.JPG,14,1786,99.639,194.693,0.592,0,1.916,0.522,0.881,255,0,0
3,DSC_1009_Plate14start.JPG,14,1308,116.102,152.853,0.704,0,1.484,0.674,0.911,255,0,0
4,DSC_1009_Plate14start.JPG,14,1137,117.704,138.125,0.749,0,1.527,0.655,0.936,255,0,0
5,DSC_1009_Plate14start.JPG,14,873,120.6,121.882,0.738,0,1.546,0.647,0.907,255,0,0
6,DSC_1009_Plate14start.JPG,14,1034,110.367,146.853,0.603,0,1.491,0.671,0.879,255,0,0
7,DSC_1009_Plate14start.JPG,14,1916,94.958,182.551,0.722,0,1.507,0.664,0.932,254.951,0.083,0.076
8,DSC_1009_Plate14start.JPG,14,1398,108.815,154.853,0.733,0,1.632,0.613,0.929,255,0,0
9,DSC_1009_Plate14start.JPG,14,1253,113.544,149.439,0.705,0,1.543,0.648,0.923,255,0,0
10,DSC_1009_Plate14start.JPG,14,954,111.129,123.296,0.789,0,1.17,0.855,0.911,254.905,0.17,0.148
11,DSC_1009_Plate14start.JPG,14,1691,107.367,169.238,0.742,0,1.479,0.676,0.919,255,0,0
12,DSC_1009_Plate14start.JPG,14,710,127.01,109.054,0.75,0,1.427,0.701,0.908,255,0,0
13,DSC_1009_Plate14start.JPG,14,2121,97.25,195.137,0.7,0,1.521,0.657,0.931,255,0,0
14,DSC_1009_Plate14start.JPG,14,1381,102.388,154.024,0.732,0,1.424,0.702,0.926,255,0,0
15,DSC_1009_Plate14start.JPG,14,1671,104.668,183.338,0.625,0,1.665,0.601,0.881,254.943,0.097,0.089
16,DSC_1009_Plate14start.JPG,14,1678,110.226,166.51,0.761,0,1.544,0.648,0.927,254.888,0.188,0.172
17,DSC_1009_Plate14start.JPG,14,1015,113.618,136.024,0.689,0,1.417,0.706,0.915,254.753,0.255,0.235
18,DSC_1009_Plate14start.JPG,14,910,126.116,117.882,0.823,0,1.471,0.68,0.939,255,0,0
19,DSC_1009_Plate14start.JPG,14,3285,86.879,319.747,0.404,0,2.002,0.5,0.791,254.335,0.543,0.514
20,DSC_1009_Plate14start.JPG,14,2366,105.277,217.279,0.63,0,1.851,0.54,0.893,254.953,0.062,0.057
21,DSC_1009_Plate14start.JPG,14,2167,99.084,212.652,0.602,0,1.533,0.653,0.918,254.881,0.116,0.108
22,DSC_1009_Plate14start.JPG,14,1954,100.678,210.451,0.554,0,1.237,0.808,0.878,254.935,0.064,0.06
23,DSC_1009_Plate14start.JPG,14,564,103.879,156.853,0.288,0,2.261,0.442,0.72,255,0,0
24,DSC_1009_Plate14start.JPG,14,2216,84.603,226.492,0.543,0,1.48,0.675,0.876,254.932,0.047,0.044
1,DSC_1012_Plate15start.JPG,15,2222,97.37,226.007,0.547,0,1.274,0.785,0.814,254.749,0.208,0.194
2,DSC_1012_Plate15start.JPG,15,2627,103.989,242.593,0.561,0,1.968,0.508,0.855,254.9,0.089,0.084
3,DSC_1012_Plate15start.JPG,15,1603,98.619,173.48,0.669,0,1.485,0.674,0.921,254.858,0.167,0.153
4,DSC_1012_Plate15start.JPG,15,1087,102.479,142.752,0.67,0,1.483,0.674,0.913,253.966,1.285,1.097
5,DSC_1012_Plate15start.JPG,15,2584,94.788,269.806,0.446,0,1.305,0.766,0.772,254.956,0.051,0.045
6,DSC_1012_Plate15start.JPG,15,2029,108.701,218.108,0.536,0,2.086,0.479,0.816,254.744,0.231,0.218
7,DSC_1012_Plate15start.JPG,15,2749,95.637,261.806,0.504,0,1.458,0.686,0.817,255,0,0
8,DSC_1012_Plate15start.JPG,15,4690,90.776,325.061,0.558,0,1.744,0.574,0.888,251.971,1.241,0.407
9,DSC_1012_Plate15start.JPG,15,1321,97.768,156.652,0.676,0,1.366,0.732,0.913,254.83,0.212,0.179
10,DSC_1012_Plate15start.JPG,15,1594,98.777,189.48,0.558,0,1.828,0.547,0.883,254.573,0.529,0.392
11,DSC_1012_Plate15start.JPG,15,2523,104.265,241.563,0.543,0,1.971,0.507,0.851,254.95,0.05,0.047
12,DSC_1012_Plate15start.JPG,15,878,111.244,143.095,0.539,0,2.149,0.465,0.849,255,0,0
13,DSC_1012_Plate15start.JPG,15,2052,92.984,207.865,0.597,0,1.614,0.62,0.899,254.27,0.861,0.782
14,DSC_1012_Plate15start.JPG,15,1686,96.016,196.794,0.547,0,1.811,0.552,0.866,254.527,0.583,0.507
15,DSC_1012_Plate15start.JPG,15,1137,102.295,161.238,0.55,0,1.877,0.533,0.868,254.321,0.884,0.742
16,DSC_1012_Plate15start.JPG,15,1064,103.058,147.823,0.612,0,1.848,0.541,0.891,254.789,0.268,0.215
17,DSC_1012_Plate15start.JPG,15,997,103.772,133.539,0.703,0,1.519,0.658,0.916,255,0,0
18,DSC_1012_Plate15start.JPG,15,2540,96.968,232.007,0.593,0,1.69,0.592,0.909,254.63,0.331,0.31
19,DSC_1012_Plate15start.JPG,15,1724,102.089,210.451,0.489,0,1.813,0.552,0.828,254.601,0.495,0.439
20,DSC_1012_Plate15start.JPG,15,2749,93.934,236.25,0.619,0,1.529,0.654,0.92,254.815,0.176,0.162
21,DSC_1012_Plate15start.JPG,15,1903,91.813,198.652,0.606,0,1.734,0.577,0.89,255,0,0
22,DSC_1012_Plate15start.JPG,15,1933,94.72,231.907,0.452,0,1.145,0.873,0.825,254.698,0.226,0.21
23,DSC_1012_Plate15start.JPG,15,1192,109.853,189.279,0.418,0,1.397,0.716,0.842,254.809,0.23,0.174
24,DSC_1012_Plate15start.JPG,15,1264,105.119,168.066,0.562,0,1.884,0.531,0.885,254.57,0.377,0.352
1,DSC_1015_Plate16start.JPG,16,2979,102.397,276.149,0.491,0,2.054,0.487,0.848,255,0,0
2,DSC_1015_Plate16start.JPG,16,2230,93.902,234.593,0.509,0,2.274,0.44,0.872,254.548,0.566,0.486
3,DSC_1015_Plate16start.JPG,16,1668,95.414,193.037,0.563,0,1.578,0.634,0.887,254.454,0.705,0.604
4,DSC_1015_Plate16start.JPG,16,688,111.501,121.196,0.589,0,1.098,0.91,0.883,253.235,2.266,2.028
5,DSC_1015_Plate16start.JPG,16,194,108.649,81.154,0.37,0,1.556,0.642,0.672,255,0,0
6,DSC_1015_Plate16start.JPG,16,844,115.165,140.61,0.536,0,1.392,0.718,0.875,254.062,1.142,0.994
7,DSC_1015_Plate16start.JPG,16,3830,97.883,346.86,0.4,0,1.534,0.652,0.804,254.626,0.482,0.405
8,DSC_1015_Plate16start.JPG,16,2675,104.277,262.635,0.487,0,2.098,0.477,0.818,254.495,0.612,0.546
9,DSC_1015_Plate16start.JPG,16,1302,94.582,149.581,0.731,0,1.522,0.657,0.936,254.629,0.419,0.364
10,DSC_1015_Plate16start.JPG,16,2250,98.47,268.049,0.394,0,2.245,0.445,0.78,254.9,0.122,0.095
11,DSC_1015_Plate16start.JPG,16,1287,107.579,181.48,0.491,0,1.697,0.589,0.837,254.049,1.044,0.956
12,DSC_1015_Plate16start.JPG,16,482,97.952,86.083,0.817,0,1.27,0.787,0.918,255,0,0
13,DSC_1015_Plate16start.JPG,16,1859,97.969,179.48,0.725,0,1.57,0.637,0.922,254.756,0.309,0.274
14,DSC_1015_Plate16start.JPG,16,2247,92.771,217.279,0.598,0,1.53,0.654,0.932,254.651,0.446,0.401
15,DSC_1015_Plate16start.JPG,16,1158,100.7,148.167,0.663,0,1.332,0.751,0.904,255,0,0
16,DSC_1015_Plate16start.JPG,16,1041,105.006,154.066,0.551,0,1.58,0.633,0.854,254.783,0.269,0.225
