roi,image,plate,area,meangray,perim,circ,perc.area,AR,round,solidity,red,green,blue
17,DSC_1015_Plate16start.JPG,16,1208,85.54,148.51,0.688,0,1.616,0.619,0.889,255,0,0
18,DSC_1015_Plate16start.JPG,16,2885,87.086,303.848,0.393,0,1.433,0.698,0.796,254.431,0.462,0.438
19,DSC_1015_Plate16start.JPG,16,1376,101.769,203.865,0.416,0,1.499,0.667,0.774,254.501,0.426,0.396
20,DSC_1015_Plate16start.JPG,16,2226,94.344,233.563,0.513,0,1.581,0.633,0.887,254.79,0.239,0.221
21,DSC_1015_Plate16start.JPG,16,3117,95.987,273.806,0.522,0,1.78,0.562,0.879,254.427,0.466,0.435
22,DSC_1015_Plate16start.JPG,16,1918,102.929,261.664,0.352,0,2.039,0.49,0.749,254.556,0.353,0.328
23,DSC_1015_Plate16start.JPG,16,352,109.062,89.397,0.553,0,1.307,0.765,0.803,254.676,0.401,0.366
1,DSC_1018_Plate17start.JPG,17,3084,94.87,327.505,0.361,0,1.927,0.519,0.807,254.845,0.174,0.154
2,DSC_1018_Plate17start.JPG,17,2116,100.596,243.321,0.449,0,1.716,0.583,0.873,252.933,2.519,2.318
3,DSC_1018_Plate17start.JPG,17,1321,100.243,162.894,0.626,0,1.691,0.591,0.905,254.333,0.861,0.732
4,DSC_1018_Plate17start.JPG,17,470,112.519,97.497,0.621,0,1.339,0.747,0.874,253.336,2.157,1.949
5,DSC_1018_Plate17start.JPG,17,144,128.458,61.598,0.477,0,1.091,0.916,0.729,248.056,8.875,7.778
6,DSC_1018_Plate17start.JPG,17,733,112.883,117.882,0.663,0,1.766,0.566,0.878,254.656,0.352,0.325
7,DSC_1018_Plate17start.JPG,17,446,116.04,107.782,0.482,0,1.523,0.657,0.792,254.482,0.623,0.561
8,DSC_1018_Plate17start.JPG,17,2048,91.536,244.534,0.43,0,1.765,0.567,0.86,254.834,0.205,0.157
9,DSC_1018_Plate17start.JPG,17,1600,98.44,198.693,0.509,0,1.669,0.599,0.849,254.439,0.702,0.621
10,DSC_1018_Plate17start.JPG,17,3353,97.047,329.203,0.389,0,1.13,0.885,0.807,254.384,0.803,0.715
11,DSC_1018_Plate17start.JPG,17,2034,88.77,196.208,0.664,0,1.401,0.714,0.935,254.46,0.703,0.619
12,DSC_1018_Plate17start.JPG,17,545,124.035,174.309,0.225,0,2.846,0.351,0.612,253.539,1.785,1.523
13,DSC_1018_Plate17start.JPG,17,1324,103.122,223.078,0.334,0,1.943,0.515,0.743,255,0,0
14,DSC_1018_Plate17start.JPG,17,2345,97.096,251.563,0.466,0,1.731,0.578,0.885,254.588,0.32,0.296
15,DSC_1018_Plate17start.JPG,17,1818,89.416,201.622,0.562,0,1.746,0.573,0.904,254.686,0.391,0.348
16,DSC_1018_Plate17start.JPG,17,2452,95.471,241.664,0.528,0,1.532,0.653,0.833,255,0,0
17,DSC_1018_Plate17start.JPG,17,1137,99.947,164.167,0.53,0,1.781,0.561,0.878,254.703,0.37,0.309
18,DSC_1018_Plate17start.JPG,17,663,111.026,143.338,0.406,0,1.491,0.671,0.826,254.824,0.213,0.172
19,DSC_1018_Plate17start.JPG,17,1135,102.404,157.681,0.574,0,1.6,0.625,0.855,254.604,0.501,0.442
20,DSC_1018_Plate17start.JPG,17,2144,106.726,281.948,0.339,0,1.88,0.532,0.752,254.476,0.648,0.576
21,DSC_1018_Plate17start.JPG,17,2138,91.102,240.492,0.465,0,1.956,0.511,0.821,254.449,0.64,0.582
22,DSC_1018_Plate17start.JPG,17,1244,110.825,211.765,0.349,0,2.39,0.418,0.737,254.725,0.341,0.301
23,DSC_1018_Plate17start.JPG,17,1408,87.207,168.409,0.624,0,1.631,0.613,0.893,255,0,0
24,DSC_1018_Plate17start.JPG,17,1297,92.459,172.167,0.55,0,1.362,0.734,0.823,255,0,0
25,DSC_1018_Plate17start.JPG,17,4907,92.796,376.86,0.434,0,1.115,0.897,0.826,254.47,0.441,0.411
1,DSC_1021_Plate18start.JPG,18,1729,104.514,205.522,0.514,0,1.78,0.562,0.878,254.869,0.156,0.132
2,DSC_1021_Plate18start.JPG,18,2075,109.608,258.635,0.39,0,2.084,0.48,0.829,253.097,2.36,2.148
3,DSC_1021_Plate18start.JPG,18,1023,101.188,147.681,0.589,0,1.541,0.649,0.855,253.407,1.292,1.21
4,DSC_1021_Plate18start.JPG,18,733,110.089,135.581,0.501,0,1.608,0.622,0.863,251.647,4.64,4.07
5,DSC_1021_Plate18start.JPG,18,1341,108.987,166.652,0.607,0,1.79,0.559,0.871,254.752,0.321,0.279
6,DSC_1021_Plate18start.JPG,18,1359,106.768,187.037,0.488,0,1.702,0.588,0.891,251.969,3.84,3.35
7,DSC_1021_Plate18start.JPG,18,2739,106.496,267.747,0.48,0,1.62,0.617,0.891,253.272,2.438,2.119
8,DSC_1021_Plate18start.JPG,18,3637,88.353,284.09,0.566,0,1.545,0.647,0.928,255,0,0
9,DSC_1021_Plate18start.JPG,18,999,106.333,175.48,0.408,0,1.376,0.727,0.818,254.112,1.126,0.903
10,DSC_1021_Plate18start.JPG,18,2259,95.219,221.078,0.581,0,1.709,0.585,0.9,254.33,0.919,0.777
11,DSC_1021_Plate18start.JPG,18,910,113.855,178.894,0.357,0,1.85,0.541,0.811,252.081,3.682,3.293
12,DSC_1021_Plate18start.JPG,18,2372,88.787,214.35,0.649,0,1.518,0.659,0.913,254.81,0.233,0.204
13,DSC_1021_Plate18start.JPG,18,1361,96.483,181.765,0.518,0,1.371,0.729,0.877,254.373,0.886,0.71
14,DSC_1021_Plate18start.JPG,18,1316,101.843,172.652,0.555,0,1.729,0.578,0.894,253.413,2.09,1.813
15,DSC_1021_Plate18start.JPG,18,2140,104.523,257.321,0.406,0,1.957,0.511,0.836,253.454,2.106,1.82
16,DSC_1021_Plate18start.JPG,18,1045,96.547,139.196,0.678,0,1.418,0.705,0.911,255,0,0
17,DSC_1021_Plate18start.JPG,18,1015,103.75,171.38,0.434,0,1.516,0.659,0.87,253.604,1.838,1.56
18,DSC_1021_Plate18start.JPG,18,642,112.017,105.74,0.722,0,1.512,0.662,0.875,255,0,0
19,DSC_1021_Plate18start.JPG,18,3145,96.326,307.161,0.419,0,2.178,0.459,0.836,254.338,0.852,0.772
20,DSC_1021_Plate18start.JPG,18,2052,103.833,260.635,0.38,0,1.777,0.563,0.797,254.227,0.818,0.774
21,DSC_1021_Plate18start.JPG,18,3066,85.649,335.404,0.342,0,1.287,0.777,0.788,254.302,0.522,0.494
22,DSC_1021_Plate18start.JPG,18,2681,90.182,258.25,0.505,0,1.713,0.584,0.881,254.206,0.887,0.823
23,DSC_1021_Plate18start.JPG,18,2300,99.527,265.605,0.41,0,1.617,0.619,0.84,253.185,1.633,1.514
24,DSC_1021_Plate18start.JPG,18,2458,85.725,232.108,0.573,0,1.782,0.561,0.894,255,0,0
25,DSC_1021_Plate18start.JPG,18,5769,81.944,399.345,0.455,0,1.681,0.595,0.905,254.079,0.647,0.597
26,DSC_1021_Plate18start.JPG,18,280,95.889,144.368,0.169,0,5.528,0.181,0.61,246.693,4.118,3.857
1,DSC_1024_Plate19start.JPG,19,2645,95.282,261.706,0.485,0,1.751,0.571,0.844,254.863,0.148,0.135
2,DSC_1024_Plate19start.JPG,19,1444,110.034,207.279,0.422,0,1.915,0.522,0.85,253.927,1.357,1.204
3,DSC_1024_Plate19start.JPG,19,1219,113.861,183.38,0.456,0,2.206,0.453,0.811,253.486,1.604,1.478
4,DSC_1024_Plate19start.JPG,19,1134,106.804,176.451,0.458,0,1.575,0.635,0.847,255,0,0
5,DSC_1024_Plate19start.JPG,19,722,105.14,108.811,0.766,0,1.385,0.722,0.914,252.366,3.424,3.035
6,DSC_1024_Plate19start.JPG,19,2458,96.116,249.563,0.496,0,1.865,0.536,0.848,254.908,0.112,0.103
7,DSC_1024_Plate19start.JPG,19,1461,96.055,185.137,0.536,0,1.273,0.785,0.898,254.924,0.101,0.089
8,DSC_1024_Plate19start.JPG,19,2235,102.801,251.463,0.444,0,1.934,0.517,0.835,253.61,1.702,1.517
9,DSC_1024_Plate19start.JPG,19,1154,94.461,144.267,0.697,0,1.319,0.758,0.925,254.019,1.231,0.959
10,DSC_1024_Plate19start.JPG,19,739,109.973,151.966,0.402,0,1.404,0.712,0.818,253.931,1.326,1.062
11,DSC_1024_Plate19start.JPG,19,1319,106.746,185.137,0.484,0,2.002,0.5,0.855,253.824,1.497,1.219
12,DSC_1024_Plate19start.JPG,19,2733,97.599,234.007,0.627,0,1.588,0.63,0.926,254.673,0.233,0.214
13,DSC_1024_Plate19start.JPG,19,2509,102.494,299.061,0.353,0,1.75,0.571,0.777,254.82,0.22,0.2
14,DSC_1024_Plate19start.JPG,19,2513,102.023,292.09,0.37,0,2.35,0.426,0.802,254.068,1.159,1.032
15,DSC_1024_Plate19start.JPG,19,1003,105.146,146.409,0.588,0,1.506,0.664,0.876,254.764,0.268,0.247
16,DSC_1024_Plate19start.JPG,19,2844,96.861,278.777,0.46,0,2.044,0.489,0.821,254.765,0.301,0.258
17,DSC_1024_Plate19start.JPG,19,3621,94.753,343.688,0.385,0,1.964,0.509,0.831,254.511,0.555,0.461
18,DSC_1024_Plate19start.JPG,19,348,111.678,97.983,0.456,0,1.181,0.847,0.785,255,0,0
19,DSC_1024_Plate19start.JPG,19,2331,103.676,313.889,0.297,0,1.583,0.632,0.855,254.262,0.887,0.793
20,DSC_1024_Plate19start.JPG,19,1245,106.455,189.279,0.437,0,1.623,0.616,0.85,253.42,1.881,1.724
21,DSC_1024_Plate19start.JPG,19,1235,107.399,169.238,0.542,0,2.281,0.438,0.796,255,0,0
22,DSC_1024_Plate19start.JPG,19,1198,104.113,156.409,0.615,0,1.372,0.729,0.876,255,0,0
23,DSC_1024_Plate19start.JPG,19,1827,80.708,181.338,0.698,0,1.324,0.755,0.914,254.527,0.344,0.32
24,DSC_1024_Plate19start.JPG,19,832,112.677,142.853,0.512,0,1.511,0.662,0.839,255,0,0
1,DSC_1027_Plate20start.JPG,20,1172,98.092,146.995,0.682,0,1.53,0.654,0.914,254.902,0.12,0.107
2,DSC_1027_Plate20start.JPG,20,743,113.299,117.054,0.681,0,1.611,0.621,0.883,254.65,0.323,0.312
3,DSC_1027_Plate20start.JPG,20,2298,104.087,246.635,0.475,0,1.428,0.7,0.893,254.702,0.364,0.313
4,DSC_1027_Plate20start.JPG,20,2172,99.302,249.12,0.44,0,1.833,0.545,0.848,254.379,0.754,0.661
5,DSC_1027_Plate20start.JPG,20,1096,109.431,169.966,0.477,0,1.899,0.526,0.841,254.792,0.254,0.223
6,DSC_1027_Plate20start.JPG,20,1596,103.636,188.451,0.565,0,1.589,0.629,0.894,254.857,0.172,0.153
7,DSC_1027_Plate20start.JPG,20,1690,102.67,205.137,0.505,0,1.675,0.597,0.855,254.376,0.522,0.479
8,DSC_1027_Plate20start.JPG,20,1122,100.609,163.338,0.528,0,1.196,0.836,0.883,255,0,0
9,DSC_1027_Plate20start.JPG,20,2430,105.437,280.676,0.388,0,2.114,0.473,0.834,254.767,0.278,0.246
10,DSC_1027_Plate20start.JPG,20,1466,96.087,166.409,0.665,0,1.438,0.695,0.917,254.922,0.092,0.083
11,DSC_1027_Plate20start.JPG,20,1968,97.697,206.794,0.578,0,2.108,0.474,0.867,254.385,0.792,0.664
12,DSC_1027_Plate20start.JPG,20,672,109.909,136.61,0.452,0,1.264,0.791,0.833,252.126,3.61,2.866
13,DSC_1027_Plate20start.JPG,20,1013,106.135,140.024,0.649,0,1.465,0.683,0.902,254.887,0.138,0.117
14,DSC_1027_Plate20start.JPG,20,322,100.516,87.983,0.523,0,2.418,0.414,0.843,255,0,0
15,DSC_1027_Plate20start.JPG,20,1062,96.172,132.61,0.759,0,1.366,0.732,0.9,255,0,0
16,DSC_1027_Plate20start.JPG,20,811,106.141,146.51,0.475,0,1.539,0.65,0.863,254.589,0.525,0.397
17,DSC_1027_Plate20start.JPG,20,1557,102.877,222.25,0.396,0,2.188,0.457,0.818,254.572,0.538,0.467
18,DSC_1027_Plate20start.JPG,20,661,108.008,137.924,0.437,0,1.625,0.616,0.836,254.831,0.21,0.194
19,DSC_1027_Plate20start.JPG,20,396,114.947,91.397,0.596,0,1.251,0.799,0.86,254.717,0.354,0.306
20,DSC_1027_Plate20start.JPG,20,2334,90.088,284.291,0.363,0,1.399,0.715,0.782,254.49,0.361,0.336
21,DSC_1027_Plate20start.JPG,20,3117,94.718,312.191,0.402,0,1.442,0.693,0.828,254.673,0.412,0.375
22,DSC_1027_Plate20start.JPG,20,739,89.448,138.752,0.482,0,1.396,0.716,0.83,252.901,1.346,1.263
23,DSC_1027_Plate20start.JPG,20,1945,100.168,203.865,0.588,0,1.606,0.623,0.897,254.71,0.357,0.321
24,DSC_1027_Plate20start.JPG,20,823,109.293,138.51,0.539,0,1.543,0.648,0.88,254.599,0.529,0.456
25,DSC_1027_Plate20start.JPG,20,775,98.796,122.368,0.65,0,1.084,0.922,0.899,254.849,0.183,0.165
1,DSC_1030_Plate21start.JPG,21,1908,99.702,215.865,0.515,0,1.588,0.63,0.896,253.542,1.863,1.639
2,DSC_1030_Plate21start.JPG,21,893,102.008,152.652,0.482,0,2.025,0.494,0.817,254.095,0.82,0.754
3,DSC_1030_Plate21start.JPG,21,734,116.241,141.924,0.458,0,1.662,0.602,0.842,253.542,1.583,1.441
4,DSC_1030_Plate21start.JPG,21,375,121.176,94.468,0.528,0,1.474,0.678,0.788,249.443,7.363,6.419
5,DSC_1030_Plate21start.JPG,21,469,119.571,116.368,0.435,0,1.669,0.599,0.809,251.9,4.013,3.563
6,DSC_1030_Plate21start.JPG,21,1434,96.778,194.208,0.478,0,1.5,0.667,0.886,253.681,1.688,1.423
7,DSC_1030_Plate21start.JPG,21,1522,108.48,213.865,0.418,0,1.936,0.517,0.814,254.039,1.172,1.018
8,DSC_1030_Plate21start.JPG,21,868,110.793,130.61,0.639,0,1.187,0.842,0.895,254.126,1.164,1.024
9,DSC_1030_Plate21start.JPG,21,1159,100.989,162.794,0.55,0,1.701,0.588,0.881,253.978,1.356,1.104
10,DSC_1030_Plate21start.JPG,21,1943,91.541,194.794,0.643,0,1.583,0.632,0.925,253.757,1.631,1.43
11,DSC_1030_Plate21start.JPG,21,541,105.551,119.439,0.477,0,1.437,0.696,0.821,254.196,1.089,0.933
12,DSC_1030_Plate21start.JPG,21,753,105.592,116.368,0.699,0,1.554,0.643,0.906,252.788,2.869,2.551
13,DSC_1030_Plate21start.JPG,21,1522,96.608,183.622,0.567,0,1.629,0.614,0.895,254.271,0.938,0.823
14,DSC_1030_Plate21start.JPG,21,1122,106.992,180.309,0.434,0,1.993,0.502,0.827,252.277,3.591,3.203
15,DSC_1030_Plate21start.JPG,21,1109,100.849,148.853,0.629,0,1.572,0.636,0.837,254.472,0.628,0.57
16,DSC_1030_Plate21start.JPG,21,2517,103.946,269.806,0.434,0,1.669,0.599,0.792,254.536,0.533,0.488
17,DSC_1030_Plate21start.JPG,21,2308,84.743,218.007,0.61,0,1.509,0.663,0.9,254.424,0.737,0.617
18,DSC_1030_Plate21start.JPG,21,939,99.481,154.652,0.493,0,1.413,0.708,0.884,253.579,1.857,1.488
19,DSC_1030_Plate21start.JPG,21,2612,92.384,411.002,0.194,0,1.166,0.857,0.686,251.96,1.924,1.786
20,DSC_1030_Plate21start.JPG,21,1690,101.983,294.333,0.245,0,1.8,0.556,0.697,254.247,0.912,0.803
21,DSC_1030_Plate21start.JPG,21,1809,102.727,211.664,0.507,0,1.759,0.568,0.877,253.613,1.786,1.653
22,DSC_1030_Plate21start.JPG,21,2632,90.386,255.321,0.507,0,1.651,0.606,0.872,253.391,1.339,1.25
23,DSC_1030_Plate21start.JPG,21,956,108.154,179.966,0.371,0,1.371,0.73,0.843,253.838,1.491,1.296
24,DSC_1030_Plate21start.JPG,21,1597,92.155,184.794,0.588,0,1.238,0.808,0.887,254.819,0.138,0.128
1,DSC_1033_Plate22start.JPG,22,667,101.948,120.61,0.576,0,1.515,0.66,0.859,252.733,2.631,2.36
2,DSC_1033_Plate22start.JPG,22,2769,100.044,328.617,0.322,0,2.173,0.46,0.782,253.923,1.375,1.135
3,DSC_1033_Plate22start.JPG,22,1333,104.34,197.865,0.428,0,1.655,0.604,0.88,253.981,1.245,1.119
4,DSC_1033_Plate22start.JPG,22,1171,105.005,173.38,0.49,0,1.474,0.678,0.851,253.268,2.384,2.057
5,DSC_1033_Plate22start.JPG,22,974,109.906,151.48,0.533,0,1.319,0.758,0.878,251.803,4.154,3.645
6,DSC_1033_Plate22start.JPG,22,1334,101.848,197.765,0.429,0,1.567,0.638,0.856,254.203,0.924,0.842
7,DSC_1033_Plate22start.JPG,22,770,99.46,138.167,0.507,0,1.387,0.721,0.813,254.412,0.76,0.661
8,DSC_1033_Plate22start.JPG,22,1182,102.907,172.551,0.499,0,1.47,0.68,0.879,253.772,1.564,1.291
9,DSC_1033_Plate22start.JPG,22,1194,101.063,205.421,0.356,0,1.636,0.611,0.843,253.893,1.43,1.065
10,DSC_1033_Plate22start.JPG,22,1729,99.253,219.078,0.453,0,1.378,0.726,0.876,252.525,3.167,2.6
11,DSC_1033_Plate22start.JPG,22,1414,111.716,273.505,0.238,0,2.224,0.45,0.75,252.337,3.4,2.791
12,DSC_1033_Plate22start.JPG,22,1422,114.252,232.149,0.332,0,1.241,0.806,0.724,252.885,2.456,2.264
13,DSC_1033_Plate22start.JPG,22,190,122,91.983,0.282,0,1.567,0.638,0.693,252.647,3.016,2.489
14,DSC_1033_Plate22start.JPG,22,327,121.979,93.882,0.466,0,1.208,0.828,0.819,252.82,2.401,2.257
15,DSC_1033_Plate22start.JPG,22,3385,95.081,309.304,0.445,0,1.546,0.647,0.893,254.12,1.125,0.895
16,DSC_1033_Plate22start.JPG,22,829,110.244,158.652,0.414,0,1.536,0.651,0.846,251.806,4.214,3.778
17,DSC_1033_Plate22start.JPG,22,3576,99.517,344.86,0.378,0,1.828,0.547,0.815,253.658,1.566,1.277
18,DSC_1033_Plate22start.JPG,22,995,108.649,180.451,0.384,0,1.609,0.621,0.801,251.852,3.96,3.398
19,DSC_1033_Plate22start.JPG,22,1257,110.488,220.149,0.326,0,1.993,0.502,0.815,254.177,1.025,0.905
20,DSC_1033_Plate22start.JPG,22,1491,95,184.108,0.553,0,1.573,0.636,0.907,254.471,0.638,0.557
21,DSC_1033_Plate22start.JPG,22,2084,104.222,337.345,0.23,0,1.485,0.674,0.835,253.447,1.913,1.75
22,DSC_1033_Plate22start.JPG,22,1201,112.553,212.735,0.333,0,1.51,0.662,0.823,250.724,5.513,4.843
23,DSC_1033_Plate22start.JPG,22,2716,109.034,356.274,0.269,0,1.437,0.696,0.768,254.238,0.904,0.832
24,DSC_1033_Plate22start.JPG,22,456,117.849,126.752,0.357,0,1.205,0.83,0.788,249.164,7.634,6.557
25,DSC_1033_Plate22start.JPG,22,1059,103.212,149.095,0.599,0,1.474,0.679,0.867,254.106,1.026,0.936
26,DSC_1033_Plate22start.JPG,22,1145,101.192,145.338,0.681,0,1.402,0.713,0.902,254.765,0.205,0.197
1,DSC_1036_Plate23start.JPG,23,4487,90.222,337.203,0.496,0,1.198,0.835,0.81,254.972,0.028,0.026
2,DSC_1036_Plate23start.JPG,23,3390,101.812,351.446,0.345,0,1.505,0.664,0.781,254.27,0.901,0.74
3,DSC_1036_Plate23start.JPG,23,1117,107.469,211.907,0.313,0,2.419,0.413,0.719,254.698,0.38,0.321
4,DSC_1036_Plate23start.JPG,23,2477,109.084,263.463,0.448,0,1.559,0.641,0.827,253.993,1.062,0.979
5,DSC_1036_Plate23start.JPG,23,516,113.566,110.468,0.531,0,1.488,0.672,0.863,254.779,0.266,0.242
6,DSC_1036_Plate23start.JPG,23,1428,101.98,158.652,0.713,0,1.475,0.678,0.917,254.824,0.181,0.167
7,DSC_1036_Plate23start.JPG,23,1696,108.981,181.723,0.645,0,1.681,0.595,0.907,252.954,2.528,2.274
8,DSC_1036_Plate23start.JPG,23,802,111.286,161.137,0.388,0,1.905,0.525,0.78,254.721,0.354,0.294
9,DSC_1036_Plate23start.JPG,23,2250,101.366,193.865,0.752,0,1.45,0.69,0.931,254.103,1.099,0.931
10,DSC_1036_Plate23start.JPG,23,905,109.223,155.137,0.473,0,1.7,0.588,0.806,254.017,1.222,1.107
11,DSC_1036_Plate23start.JPG,23,2394,92.205,221.179,0.615,0,1.756,0.569,0.897,254.905,0.115,0.098
12,DSC_1036_Plate23start.JPG,23,697,112.022,116.853,0.641,0,1.203,0.832,0.894,255,0,0
13,DSC_1036_Plate23start.JPG,23,134,75.918,68.669,0.357,0,2.749,0.364,0.7,250.075,2.269,1.955
14,DSC_1036_Plate23start.JPG,23,1938,99.75,257.12,0.368,0,1.528,0.654,0.822,254.004,1.233,1.079
15,DSC_1036_Plate23start.JPG,23,2997,112.067,317.948,0.373,0,1.671,0.598,0.756,251.911,3.928,3.538
16,DSC_1036_Plate23start.JPG,23,604,108.81,129.439,0.453,0,1.673,0.598,0.836,254.437,0.695,0.553
17,DSC_1036_Plate23start.JPG,23,252,110.274,73.497,0.586,0,1.21,0.827,0.814,253.881,0.905,0.841
18,DSC_1036_Plate23start.JPG,23,1429,105.402,183.38,0.534,0,1.732,0.577,0.865,253.964,1.236,1.067
19,DSC_1036_Plate23start.JPG,23,775,104.694,119.296,0.684,0,1.594,0.627,0.91,255,0,0
20,DSC_1036_Plate23start.JPG,23,284,117.718,94.326,0.401,0,1.282,0.78,0.788,254.201,0.975,0.736
21,DSC_1036_Plate23start.JPG,23,624,85.319,115.539,0.587,0,2.298,0.435,0.874,254.758,0.167,0.154
22,DSC_1036_Plate23start.JPG,23,2664,91.664,332.333,0.303,0,1.776,0.563,0.763,253.716,1.005,0.935
23,DSC_1036_Plate23start.JPG,23,995,98.342,149.238,0.561,0,1.481,0.675,0.879,255,0,0
24,DSC_1036_Plate23start.JPG,23,1026,113.982,167.924,0.457,0,1.763,0.567,0.785,252.445,2.902,2.686
25,DSC_1036_Plate23start.JPG,23,1692,97.367,205.38,0.504,0,1.529,0.654,0.873,254.582,0.335,0.311
26,DSC_1036_Plate23start.JPG,23,420,103.667,97.64,0.554,0,1.097,0.911,0.822,254.419,0.633,0.586
27,DSC_1036_Plate23start.JPG,23,772,76.975,136.024,0.524,0,1.21,0.826,0.886,255,0,0
28,DSC_1036_Plate23start.JPG,23,162,89.358,68.669,0.432,0,1.599,0.625,0.7,255,0,0
1,DSC_1039_Plate24start.JPG,24,2270,106.422,284.333,0.353,0,1.582,0.632,0.76,254.552,0.437,0.41
2,DSC_1039_Plate24start.JPG,24,705,105.668,133.338,0.498,0,1.484,0.674,0.836,255,0,0
3,DSC_1039_Plate24start.JPG,24,435,120.876,90.569,0.666,0,1.324,0.755,0.864,252.218,3.632,3.108
4,DSC_1039_Plate24start.JPG,24,961,104.919,144.51,0.578,0,1.389,0.72,0.879,255,0,0
5,DSC_1039_Plate24start.JPG,24,210,123.905,69.255,0.55,0,1.445,0.692,0.742,252.719,2.714,2.29
6,DSC_1039_Plate24start.JPG,24,1165,104.73,147.581,0.672,0,1.58,0.633,0.891,255,0,0
7,DSC_1039_Plate24start.JPG,24,3535,95.455,269.463,0.612,0,1.635,0.612,0.911,254.746,0.243,0.202
8,DSC_1039_Plate24start.JPG,24,2337,104.764,216.794,0.625,0,1.62,0.617,0.914,254.902,0.119,0.099
9,DSC_1039_Plate24start.JPG,24,1599,104.377,188.693,0.564,0,1.628,0.614,0.872,254.921,0.079,0.074
10,DSC_1039_Plate24start.JPG,24,687,110.921,131.439,0.5,0,1.38,0.725,0.837,254.834,0.201,0.156
11,DSC_1039_Plate24start.JPG,24,1037,105.22,147.681,0.598,0,1.222,0.818,0.912,254.564,0.546,0.481
12,DSC_1039_Plate24start.JPG,24,660,107.956,114.368,0.634,0,1.441,0.694,0.886,255,0,0
13,DSC_1039_Plate24start.JPG,24,2025,104.41,226.25,0.497,0,1.681,0.595,0.851,254.084,0.941,0.868
14,DSC_1039_Plate24start.JPG,24,1276,107.325,175.723,0.519,0,1.676,0.597,0.887,254.911,0.108,0.096
15,DSC_1039_Plate24start.JPG,24,3350,100.399,285.505,0.516,0,1.906,0.525,0.832,253.97,1.047,0.946
16,DSC_1039_Plate24start.JPG,24,1479,93.989,158.167,0.743,0,1.481,0.675,0.938,255,0,0
17,DSC_1039_Plate24start.JPG,24,378,110.656,93.054,0.549,0,1.342,0.745,0.833,254.698,0.376,0.286
18,DSC_1039_Plate24start.JPG,24,1716,95.036,176.652,0.691,0,1.566,0.639,0.933,255,0,0
19,DSC_1039_Plate24start.JPG,24,2289,92.146,241.179,0.495,0,1.298,0.77,0.839,253.955,0.96,0.897
20,DSC_1039_Plate24start.JPG,24,968,104.42,135.439,0.663,0,1.262,0.792,0.881,254.232,0.812,0.757
21,DSC_1039_Plate24start.JPG,24,900,102.824,143.095,0.552,0,1.564,0.639,0.856,254.618,0.474,0.433
22,DSC_1039_Plate24start.JPG,24,1649,92.496,172.267,0.698,0,1.305,0.766,0.927,254.822,0.127,0.121
23,DSC_1039_Plate24start.JPG,24,699,108.711,118.853,0.622,0,1.408,0.71,0.883,250.898,3.926,3.687
24,DSC_1039_Plate24start.JPG,24,780,98.192,136.125,0.529,0,1.391,0.719,0.839,254.662,0.313,0.287
25,DSC_1039_Plate24start.JPG,24,2279,91.497,288.25,0.345,0,1.385,0.722,0.845,252.568,1.478,1.373
